date,cp,pb,pe
2019/6/28,28542.621,1.4076990043790656,13.272049406374208
2019/6/27,28621.42,1.4113701151251008,13.394428367837149
2019/6/26,28221.98,1.4058609178288375,13.30700243151729
2019/6/25,28185.98,1.4102532607549527,13.342486876190746
2019/6/24,28512.998,1.4120500132621268,13.445864560311891
2019/6/21,28473.709,1.4152014996889313,13.477107783613523
2019/6/20,28550.43,1.4183555172929467,13.503450360451934
2019/6/19,28202.141,1.4207908338940922,13.415280762101656
2019/6/18,27498.771,1.3965339966284342,13.225644407552338
2019/6/17,27227.162,1.3964376678826353,13.074380333301221
2019/6/14,27118.35,1.3918875823159351,12.907647926109478
2019/6/13,27294.711,1.4035470721796437,12.956701582131139
2019/6/12,27308.461,1.4025103547183937,13.023958975217514
2019/6/11,27789.34,1.4181615029637284,13.333922738136701
2019/6/10,27578.641,1.4200383923798001,13.313754194903218
2019/6/6,26965.279,1.3947286458159907,12.981404580225899
2019/6/5,26895.439,1.3841109357679533,12.895303633215613
2019/6/4,26761.52,1.3729322673576316,12.610910438293688
2019/6/3,26893.859,1.3625111028160228,12.506179501121862
2019/5/31,26901.092,1.3591580085283683,12.676073565534521
2019/5/30,27114.881,1.3585194444343967,13.036637419764382
2019/5/29,27235.709,1.3571208452945012,13.162305075521118
2019/5/28,27390.811,1.3644681291409921,13.248721219863068
2019/5/27,27288.09,1.3540469645993836,13.066576138467486
2019/5/24,27353.93,1.3578395462973707,13.223896280273745
2019/5/23,27267.129,1.3565473812391007,13.174246401095097
2019/5/22,27705.939,1.3669861138282462,13.209155612301162
2019/5/21,27657.242,1.3605979417113179,13.107998799986628
2019/5/20,27787.609,1.3698195837966702,13.090772885762565
2019/5/17,27946.461,1.3933434668994744,12.624221210021332
2019/5/16,28275.068,1.4052248849120763,12.95960132093819
2019/5/15,28268.711,1.402664767544802,13.038056655797257
2019/5/14,28122.02,1.4019896913258854,12.963971006239234
2019/5/10,28550.24,1.406264133550537,13.144142994325922
2019/5/9,28311.068,1.396724475006804,12.99377552075124
2019/5/8,29003.199,1.4063482027179184,13.503635697055316
2019/5/7,29363.021,1.416489498920945,13.735999580962353
2019/5/6,29209.82,1.4131884594516437,13.76580409547436
2019/5/3,30081.549,1.477066446810261,14.236875759450665
2019/5/2,29944.18,1.4657562414187333,14.075788450373878
2019/4/30,29699.111,1.4583257412726143,13.43372407084356
2019/4/29,29892.811,1.4644949442134476,14.061046587457344
2019/4/26,29605.012,1.4524854486764789,13.805842687942967
2019/4/25,29549.799,1.460976945784389,13.916770040013974
2019/4/24,29805.83,1.4804878422928769,14.025928418270723
2019/4/23,29963.238,1.4628900199523827,14.154835130464981
2019/4/18,29963.262,1.4704457404140647,14.093781360797013
2019/4/17,30124.678,1.479244651584312,14.100044133589115
2019/4/16,30129.869,1.4762317135200373,14.172469286777332
2019/4/15,29810.721,1.4774032408224604,14.031761845240085
2019/4/12,29909.76,1.4858438349619973,14.135500862388811
2019/4/11,29839.449,1.4763033769261793,14.07822800637446
2019/4/10,30119.559,1.4945710827261025,14.275300403040625
2019/4/9,30157.49,1.5066298144313763,14.310250288203576
2019/4/8,30077.148,1.5072481324778995,14.035846968288173
2019/4/4,29936.32,1.5139347645024381,13.89474739047947
2019/4/3,29986.391,1.5238335395689662,13.80218144992175
2019/4/2,29624.668,1.51482796464112,13.398794229920739
2019/4/1,29562.02,1.5264144302549394,13.39776812672476
2019/3/29,29051.359,1.5001921958800102,14.160455002490576
2019/3/28,28775.209,1.4549565495508243,13.857175861740377
2019/3/27,28728.25,1.4423574696086303,13.869260334162078
2019/3/26,28566.908,1.4690658158215684,13.8744711084116
2019/3/25,28523.35,1.470098586016295,14.077881751250615
2019/3/22,29113.359,1.4858350798378817,13.81580417913097
2019/3/21,29071.559,1.4861944303393164,14.827699749218123
2019/3/20,29320.969,1.518837955315581,14.275078749564916
2019/3/19,29466.279,1.5297834131176051,14.310441479131729
2019/3/18,29409.012,1.5348728044171298,14.323847082634561
2019/3/15,29012.26,1.459353263969721,13.57136025884935
2019/3/14,28851.389,1.4354343197188333,12.922425700082238
2019/3/13,28807.449,1.4368916636454419,12.99327775528379
2019/3/12,28920.871,1.4444930855142721,13.079570575650436
2019/3/11,28503.299,1.4079658987130697,12.604912522438834
2019/3/8,28228.42,1.3782252065072493,12.236729239081992
2019/3/7,28779.449,1.3935714507871193,12.377374001616811
2019/3/6,29037.6,1.3969803226781057,12.622121642615195
2019/3/5,28961.6,1.3886692786385169,12.997675279727941
2019/3/4,28959.59,1.3935714507871193,13.177415700177772
2019/3/1,28812.17,1.4047689167027615,13.061717653965673
2019/2/28,28633.182,1.391916660340178,12.565981804812465
2019/2/27,28757.439,1.3981178790983178,12.598817412849728
2019/2/26,28772.061,1.3895184958940174,12.657659641698416
2019/2/25,28959.299,1.3889740672708153,13.129683277125931
2019/2/22,28816.301,1.4129140843782455,13.317482404210658
2019/2/21,28629.92,1.3895452798888686,13.031719322930458
2019/2/20,28514.051,1.3915239611896362,12.856321545626358
2019/2/19,28228.131,1.3757680625656454,12.69940734573288
2019/2/18,28347.012,1.3812260635103912,12.80257699500471
2019/2/15,27900.838,1.3686231652942582,12.691797036148111
2019/2/14,28432.051,1.3809340972117448,12.71720287062497
2019/2/13,28497.59,1.3788407384039905,12.92030455857562
2019/2/12,28171.332,1.3733980055038293,12.672813175836993
2019/2/11,28143.84,1.3661868240235733,12.399589616930609
2019/2/8,27946.32,1.360626889206048,12.357381866921752
2019/2/4,27990.211,1.3696377855472097,12.496412967053763
2019/2/1,27930.738,1.3679653652249244,12.439932954417735
2019/1/31,27942.471,1.3655346731093545,12.467152493938709
2019/1/30,27642.852,1.3667796710906903,12.375261156688659
2019/1/29,27531.68,1.3640934652158192,12.321665185432046
2019/1/28,27576.961,1.3744798454829157,12.313582710565072
2019/1/25,27569.189,1.365932234946332,12.317410579164198
2019/1/24,27120.979,1.375980357223553,12.36800888547605
2019/1/23,27008.199,1.3691074337331728,12.17584269257256
2019/1/22,27005.449,1.3611526702637065,12.072318783709743
2019/1/21,27196.541,1.3719342819088811,12.12241431349236
2019/1/18,27090.811,1.3717366662198422,12.221516023910915
2019/1/17,26755.631,1.3670241424529403,12.136332283300138
2019/1/16,26902.1,1.374055257520146,12.183011167696964
2019/1/15,26830.289,1.3441863215207481,12.098162611439008
2019/1/14,26298.33,1.30692761323437,11.919746796166883
2019/1/11,26667.27,1.3240294773556347,11.92678957715898
